event_date,event_type,Arrested ,Total Cases,location
10/1/2013,Violence against civilians,10,37,Shankarpasha
10/1/2013,Riots,10,55,Zianagar
10/1/2013,Violence against civilians,10,37,Zianagar
10/1/2013,Riots,12,57,Chittagong
10/1/2013,Violence against civilians,10,37,Chittagong
10/1/2013,Violence against civilians,8,17,Savar
10/1/2013,Riots,6,15,Nagarkanda
10/1/2013,Riots,6,15,Narayanganj
10/1/2013,Riots,6,15,Jessore
10/1/2013,Violence against civilians,10,37,Jessore
10/1/2013,Riots,12,57,Rupdia
10/1/2013,Riots,5,50,Bhomra
10/1/2013,Riots,6,15,Satkhira
10/1/2013,Riots,6,15,Jamalpur
10/1/2013,Riots,10,55,Gabtali
10/1/2013,Riots,10,55,Ishwardi
10/1/2013,Riots,6,15,Rajshahi
10/1/2013,Riots,6,15,Khulna
10/1/2013,Riots,6,15,Barguna
10/1/2013,Riots,6,15,Patuakhali
10/1/2013,Riots,6,15,Cox's Bazar
10/1/2013,Riots,6,15,Feni
10/1/2013,Riots,6,15,Noakhali
10/1/2013,Riots,6,15,Ashulia
10/1/2013,Riots,6,15,Savar
10/1/2013,Riots,6,15,Pakundia
10/1/2013,Riots,6,15,Madaripur
10/1/2013,Riots,6,15,Gazaria
10/1/2013,Riots,6,15,Sirajdikhan
10/1/2013,Riots,6,15,Gobindaganj
10/1/2013,Riots,6,15,Burhanuddin
10/1/2013,Riots,6,15,Dhaka - Mirpur
10/1/2013,Riots,6,15,Dhaka - Ramna
10/1/2013,Riots,6,15,Dhaka - Badda
10/1/2013,Riots,6,15,Dhaka - Dhanmondi
10/1/2013,Riots,6,15,Dhaka - Jatrabari
10/1/2013,Riots,6,15,Dhaka - Tejgaon
10/1/2013,Riots,6,15,Dhaka - Paltan
10/1/2013,Riots,6,15,Dhaka
10/1/2013,Violence against civilians,10,37,Lalmonirhat
10/1/2013,Violence against civilians,10,37,Sylhet
10/1/2013,Riots,6,15,Rajshahi
10/1/2013,Riots,6,15,Natore
10/1/2013,Violence against civilians,10,37,Ranipur
10/1/2013,Riots,6,15,Chakaria
10/1/2013,Riots,10,55,Khulna
10/1/2013,Riots,12,57,Dhaka
10/1/2013,Riots,10,55,Kasba
10/1/2013,Riots,6,15,Chittagong
10/1/2013,Riots,6,15,Chakaria
10/1/2013,Riots,10,55,Kasba
10/1/2013,Riots,10,55,Manoharganj
10/1/2013,Riots,12,57,Patuakhali
10/1/2013,Riots,12,57,Chittagong
10/1/2013,Riots,10,55,Hatibandha
10/1/2013,Riots,6,15,Jaldhaka
10/1/2013,Riots,10,55,Bauphal
10/1/2013,Riots,10,55,Galachipa
10/1/2013,Riots,6,15,Faridganj
10/1/2013,Violence against civilians,10,37,Kachua
10/1/2013,Riots,6,15,Sitakunda
10/1/2013,Riots,10,55,Manoharganj
10/1/2013,Battles,4,13,Chakaria
10/1/2013,Battles,6,33,Ramganj
10/1/2013,Riots,6,15,Noakhali
10/1/2013,Riots,10,55,Maijdee
10/1/2013,Riots,6,15,Rangamati
10/1/2013,Riots,6,15,Narayanganj
10/1/2013,Riots,6,15,Bagerhat
10/1/2013,Riots,6,15,Mymensingh
10/1/2013,Riots,6,15,Kalmakanda
10/1/2013,Riots,5,50,Netrakona
10/1/2013,Riots,6,15,Natore
10/1/2013,Riots,6,15,Lalmonirhat
10/1/2013,Battles,4,13,Jaldhaka
10/1/2013,Riots,10,55,Atwari
10/1/2013,Riots,10,55,Ranisankail
10/1/2013,Riots,10,55,Baniachong
10/1/2013,Riots,6,15,Satkhira
10/1/2013,Riots,5,50,Dhaka - Shahbagh
10/1/2013,Riots,10,55,Chakchaka
10/1/2013,Riots,12,57,Dhaka
10/1/2013,Riots,13,58,Dhaka - Pallabi
10/1/2013,Riots,10,55,Tangail
10/1/2013,Riots,10,55,Gobindasi
10/1/2013,Riots,8,35,Gopalpur
10/1/2013,Violence against civilians,10,37,Darusha Hat
10/1/2013,Violence against civilians,10,37,Kalaroa
10/1/2013,Riots,6,15,Cox's Bazar
10/1/2013,Riots,10,55,Singra
10/1/2013,Riots,5,50,Dhaka - Shahbagh
10/1/2013,Riots,5,50,Dhaka - Kalabagan
10/1/2013,Riots,5,50,Lakshmanpur
10/1/2013,Violence against civilians,10,37,Lakshmanpur
10/1/2013,Riots,12,57,Tongi
10/1/2013,Riots,6,15,Mongla
10/1/2013,Riots,5,50,Satkhira
10/1/2013,Riots,5,50,Netrakona
10/1/2013,Riots,5,50,Netrakona
10/1/2013,Riots,6,15,Natore
10/1/2013,Riots,6,15,Rajshahi
10/1/2013,Riots,6,15,Rajshahi
10/1/2013,Riots,10,55,Gumaniganj
10/1/2013,Riots,6,15,Sylhet
10/1/2013,Violence against civilians,10,37,Sitakunda
10/1/2013,Riots,10,55,Comilla
10/1/2013,Riots,10,55,Sirajganj
10/1/2013,Battles,6,33,Lakshmichhari
10/1/2013,Explosions/Remote violence,4,13,Bogra
10/1/2013,Riots,6,15,Sirajganj
10/1/2013,Riots,6,15,Daulatpur
10/1/2013,Riots,6,15,Mymensingh
10/1/2013,Battles,4,13,Beani Bazar
10/1/2013,Violence against civilians,10,37,Beani Bazar
10/1/2013,Riots,10,55,Bagerhat
10/1/2013,Riots,10,55,Tarail
10/1/2013,Battles,6,33,Bagerhat
10/1/2013,Riots,6,15,Sirajganj
10/1/2013,Battles,6,33,Saharpara
10/1/2013,Riots,10,55,Ashikati
10/1/2013,Riots,6,15,Sarail
10/1/2013,Riots,6,15,Belkuchi
10/1/2013,Riots,6,15,Kachua
10/1/2013,Riots,6,15,Sonagazi
10/1/2013,Battles,6,33,Jhenaidah
10/1/2013,Violence against civilians,10,37,Mehendiganj
10/1/2013,Riots,5,50,Feni
10/1/2013,Riots,10,55,Mithamoin
10/1/2013,Battles,6,33,Sadekpur
10/1/2013,Riots,10,55,Kalikachchha
10/1/2013,Riots,10,55,Brahmanbaria
10/1/2013,Violence against civilians,10,37,Sylhet
10/1/2013,Violence against civilians,10,37,Char Fasson
10/1/2013,Violence against civilians,11,47,Brahmanbaria
10/1/2013,Violence against civilians,8,17,Kachua
10/1/2013,Riots,5,50,Sylhet
10/1/2013,Violence against civilians,10,37,Sylhet
10/1/2013,Riots,10,55,Mithamain
10/1/2013,Riots,10,55,Sirajganj
10/1/2013,Violence against civilians,10,37,Sirajganj
10/1/2013,Violence against civilians,10,37,Rajshahi
10/1/2013,Riots,10,55,Manikganj
10/1/2013,Violence against civilians,10,37,Puthia
10/1/2013,Battles,6,33,Dhaka
10/1/2013,Riots,6,15,Damurhuda
10/1/2013,Riots,10,55,Sirajganj
10/1/2013,Violence against civilians,11,47,Magura
10/1/2013,Violence against civilians,10,37,Khulna
10/1/2013,Riots,10,55,Magura
10/1/2013,Violence against civilians,15,78,Hatibandha
10/1/2013,Riots,6,15,Chhatak
10/1/2013,Riots,10,55,Nikli
10/1/2013,Riots,10,55,Singpur
10/1/2013,Riots,6,15,Comilla
10/1/2013,Riots,6,15,Ashulia
10/1/2013,Riots,6,15,Darshana
10/1/2013,Riots,6,15,Jhenaidah
10/1/2013,Riots,6,15,Rajshahi
10/1/2013,Riots,6,15,Khulna
10/1/2013,Violence against civilians,10,37,Sylhet
10/1/2013,Riots,6,15,Comilla
10/1/2013,Riots,5,50,Dhaka - Motijheel
10/1/2013,Riots,6,15,Dhaka - Gulshan
10/1/2013,Violence against civilians,10,37,Sylhet
10/1/2013,Violence against civilians,10,37,Rajshahi
10/1/2013,Violence against civilians,10,37,Rajshahi
10/1/2013,Explosions/Remote violence,10,37,Chittagong
10/1/2013,Riots,5,50,Chittagong
10/1/2013,Violence against civilians,15,78,Benapole
10/1/2013,Battles,5,23,Santhia
10/1/2013,Violence against civilians,10,37,Merigachhi
10/1/2013,Riots,6,15,Nazirpur
10/1/2013,Violence against civilians,10,37,Nagarpur
10/1/2013,Riots,10,55,Char Bhuta
10/1/2013,Riots,5,50,Chittagong
9/1/2013,Riots,6,15,Rajshahi
9/1/2013,Riots,10,55,Kanaighat
9/1/2013,Violence against civilians,10,37,Jessore
9/1/2013,Riots,5,50,Natore
9/1/2013,Riots,5,50,Chapai Nababganj
9/1/2013,Riots,5,50,Pabna
9/1/2013,Riots,5,50,Rajshahi
9/1/2013,Riots,6,15,Sreepur
9/1/2013,Riots,6,15,Dhaka - Tejgaon Industrial Area
9/1/2013,Riots,6,15,Dhaka
9/1/2013,Battles,6,33,Savar
9/1/2013,Riots,5,50,Tangail
9/1/2013,Riots,5,50,Bogra
9/1/2013,Riots,6,15,Rajshahi
9/1/2013,Riots,6,15,Sirajganj
9/1/2013,Battles,8,44,Golapganj
9/1/2013,Riots,10,55,Sylhet
9/1/2013,Riots,6,15,Bijoynagar
9/1/2013,Riots,10,55,Satkhira
9/1/2013,Riots,6,15,Feni
9/1/2013,Riots,10,55,Ramganj
9/1/2013,Riots,6,15,Rajshahi
9/1/2013,Battles,8,44,Habiganj
9/1/2013,Riots,5,50,Chittagong
9/1/2013,Riots,6,15,Chittagong
9/1/2013,Riots,5,50,Paschim Sholasahar
9/1/2013,Riots,6,15,Fatullah
9/1/2013,Violence against civilians,10,37,Chaugachha
9/1/2013,Riots,10,55,Assasuni
9/1/2013,Riots,10,55,Gobindaganj
9/1/2013,Violence against civilians,10,37,Nazirpur
9/1/2013,Riots,5,50,Chaugachha
9/1/2013,Riots,10,55,Dhalfa Bagura
9/1/2013,Riots,12,57,Chittagong
9/1/2013,Riots,5,50,Sitakunda
9/1/2013,Riots,5,50,Savar
9/1/2013,Riots,10,55,Gangni
9/1/2013,Violence against civilians,15,78,Phulbari
9/1/2013,Riots,6,15,Savar
9/1/2013,Riots,6,15,Faridpur
9/1/2013,Riots,6,15,Bhogra
9/1/2013,Riots,6,15,Gazipur
9/1/2013,Violence against civilians,10,37,Raghunathpur
9/1/2013,Riots,6,15,Rajshahi
9/1/2013,Riots,6,15,Chandpur
9/1/2013,Riots,6,15,Feni
9/1/2013,Riots,6,15,Sylhet
9/1/2013,Riots,10,55,Dhaka
9/1/2013,Riots,5,50,Savar
9/1/2013,Riots,5,50,Gazipur
9/1/2013,Battles,3,12,Kushtia
9/1/2013,Battles,6,33,Rajshahi
9/1/2013,Riots,5,50,Savar
9/1/2013,Riots,5,50,Gazipur
9/1/2013,Riots,10,55,Lakshmipur
9/1/2013,Violence against civilians,10,37,Debhata
9/1/2013,Riots,10,55,Parbatipur
9/1/2013,Riots,10,55,Munshiganj
9/1/2013,Riots,10,55,Hatibandha
9/1/2013,Riots,6,15,Gaurinagar
9/1/2013,Riots,12,57,Sialkol
9/1/2013,Riots,12,57,Gazipur
9/1/2013,Violence against civilians,10,37,Rajshahi
9/1/2013,Riots,6,15,Dhaka
9/1/2013,Riots,6,15,Chittagong
9/1/2013,Riots,6,15,Satkania
9/1/2013,Riots,6,15,Comilla
9/1/2013,Riots,6,15,Lakshmipur
9/1/2013,Riots,6,15,Gazipur
9/1/2013,Riots,6,15,Jhenaidah
9/1/2013,Riots,6,15,Satkhira
9/1/2013,Riots,12,57,Bogra
9/1/2013,Riots,6,15,Natore
9/1/2013,Riots,6,15,Pabna
9/1/2013,Riots,6,15,Rajshahi
9/1/2013,Riots,6,15,Gaibandha
9/1/2013,Riots,12,57,Chauddagram
9/1/2013,Riots,12,57,Daganbhuiyan
9/1/2013,Battles,8,44,Singra
9/1/2013,Riots,6,15,Khulna
9/1/2013,Violence against civilians,10,37,Dhaka - Mirpur
9/1/2013,Riots,6,15,Dhaka - Gulshan
9/1/2013,Riots,6,15,Dhaka - Jatrabari
9/1/2013,Riots,6,15,Dhaka - Rampura
9/1/2013,Riots,6,15,Dhaka - Lalbagh
9/1/2013,Riots,6,15,Dhaka - Tejgaon
9/1/2013,Riots,6,15,Dhaka - Pallabi
9/1/2013,Explosions/Remote violence,4,13,Dhaka
9/1/2013,Riots,12,57,Basurhat
9/1/2013,Riots,6,15,Chittagong
9/1/2013,Riots,6,15,Ashulia
9/1/2013,Riots,6,15,Bogra
9/1/2013,Riots,6,15,Natore
9/1/2013,Riots,6,15,Chittagong
9/1/2013,Riots,6,15,Bogra
9/1/2013,Riots,6,15,Natore
9/1/2013,Riots,5,50,Khulna
9/1/2013,Riots,12,57,Dhaka
9/1/2013,Riots,6,15,Dhaka
9/1/2013,Explosions/Remote violence,10,37,Feni
9/1/2013,Battles,6,33,Barisal
9/1/2013,Riots,10,55,Char Fasson
9/1/2013,Violence against civilians,10,37,Rajshahi
9/1/2013,Riots,10,55,Savar
9/1/2013,Violence against civilians,10,37,Pabna
9/1/2013,Riots,10,55,Bauphal
9/1/2013,Battles,5,23,Chuadanga
9/1/2013,Riots,6,15,Char Fasson
9/1/2013,Violence against civilians,10,37,Rangpur
9/1/2013,Riots,10,55,Patuakhali
9/1/2013,Violence against civilians,10,37,Rangpur
9/1/2013,Riots,6,15,Chittagong
9/1/2013,Battles,6,33,Bhangura
9/1/2013,Riots,10,55,Sylhet
9/1/2013,Riots,10,55,Bhangura
9/1/2013,Violence against civilians,10,37,Narayanpur
9/1/2013,Riots,6,15,Rajshahi
9/1/2013,Riots,6,15,Maulvibazar
9/1/2013,Riots,6,15,Rajshahi
9/1/2013,Riots,6,15,Maulvibazar
9/1/2013,Violence against civilians,11,47,Goaribhanga
9/1/2013,Riots,5,50,Satkhira
9/1/2013,Battles,6,33,Kushtia
9/1/2013,Battles,6,33,Kushtia
9/1/2013,Riots,10,55,Titas
9/1/2013,Riots,10,55,Nabharan
9/1/2013,Battles,6,33,Satkhira
9/1/2013,Violence against civilians,10,37,Benapole
9/1/2013,Violence against civilians,15,78,Haripur
9/1/2013,Battles,4,13,Sylhet
9/1/2013,Riots,10,55,Kasba
9/1/2013,Riots,6,15,Dhaka - Shahbagh
9/1/2013,Riots,10,55,Dhaka
9/1/2013,Riots,5,50,Narayanganj
9/1/2013,Violence against civilians,10,37,Bandalitala
9/1/2013,Violence against civilians,10,37,Ramganj
9/1/2013,Riots,10,55,Ramganj
9/1/2013,Violence against civilians,15,78,Panchagarh
9/1/2013,Riots,6,15,Dhaka - New Market
9/1/2013,Riots,6,15,Dhaka
9/1/2013,Riots,6,15,Dhaka
9/1/2013,Riots,6,15,Chashara
9/1/2013,Battles,6,33,Chittagong
9/1/2013,Riots,10,55,Lakhai
9/1/2013,Violence against civilians,10,37,Dhaka - Badda
9/1/2013,Violence against civilians,10,37,Benapole
9/1/2013,Riots,6,15,Konra
9/1/2013,Riots,12,57,Hadal
9/1/2013,Riots,6,15,Dhaka
9/1/2013,Riots,10,55,Dhobaura
9/1/2013,Violence against civilians,10,37,Savar
9/1/2013,Battles,6,33,Ullahpara
9/1/2013,Riots,10,55,Hatibandha
9/1/2013,Riots,10,55,Sylhet
8/1/2013,Riots,10,55,Chittagong
8/1/2013,Riots,10,55,Hathazari
8/1/2013,Battles,8,44,Mollahat
8/1/2013,Battles,8,44,Madan
8/1/2013,Battles,8,44,Netrakona
8/1/2013,Violence against civilians,10,37,Dhaka - Mirpur
8/1/2013,Riots,10,55,Ghoshgati
8/1/2013,Battles,4,13,Chhandra
8/1/2013,Battles,4,13,Shalikha
8/1/2013,Violence against civilians,10,37,Dinajpur
8/1/2013,Riots,10,55,Asba
8/1/2013,Violence against civilians,10,37,Lakshmipur
8/1/2013,Violence against civilians,10,37,Rajshahi
8/1/2013,Riots,10,55,Sylhet
8/1/2013,Violence against civilians,15,78,Boda
8/1/2013,Violence against civilians,10,37,Ramganj
8/1/2013,Riots,10,55,Pabna
8/1/2013,Riots,10,55,Sylhet
8/1/2013,Explosions/Remote violence,10,37,Dhaka
8/1/2013,Violence against civilians,10,37,Ishwardi
8/1/2013,Riots,12,57,Rangpur
8/1/2013,Violence against civilians,10,37,Satkhira
8/1/2013,Violence against civilians,10,37,Sylhet
8/1/2013,Violence against civilians,10,37,Sylhet
8/1/2013,Violence against civilians,10,37,Chittagong
8/1/2013,Battles,5,23,Gangni
8/1/2013,Battles,5,23,Gangni
8/1/2013,Riots,10,55,Nasirnagar
8/1/2013,Riots,12,57,Jessore
8/1/2013,Violence against civilians,10,37,Jhenaidah
8/1/2013,Riots,10,55,Jaldhaka
8/1/2013,Violence against civilians,10,37,Sylhet
8/1/2013,Riots,10,55,Dhaka
8/1/2013,Riots,12,57,Thakurgaon
8/1/2013,Battles,4,13,Keraniganj
8/1/2013,Violence against civilians,10,37,Rajshahi
8/1/2013,Riots,10,55,Chirirbandar
8/1/2013,Riots,10,55,Shahjadpur
8/1/2013,Violence against civilians,10,37,Dhaka
8/1/2013,Riots,10,55,Kaliakair
8/1/2013,Riots,12,57,Khulna
8/1/2013,Riots,5,50,Dhaka - Dhanmondi
8/1/2013,Violence against civilians,10,37,Kalaroa
8/1/2013,Violence against civilians,10,37,Daudkandi
8/1/2013,Riots,10,55,Daulatkhan
8/1/2013,Violence against civilians,11,47,Pabna
8/1/2013,Riots,10,55,Chandibarpur
8/1/2013,Explosions/Remote violence,10,37,Khulna
8/1/2013,Riots,6,15,Chittagong
8/1/2013,Violence against civilians,10,37,Narsingdi
8/1/2013,Riots,10,55,Narail
8/1/2013,Riots,6,15,Dhaka - Gulshan
8/1/2013,Battles,6,33,Nagarkanda
8/1/2013,Riots,12,57,Chapai Nababganj
8/1/2013,Violence against civilians,10,37,Raozan
8/1/2013,Violence against civilians,10,37,Savar
8/1/2013,Violence against civilians,11,47,Shibganj
8/1/2013,Riots,10,55,Bhanga
8/1/2013,Riots,10,55,Sitakunda
8/1/2013,Riots,10,55,Nangalkot
8/1/2013,Battles,8,44,Gangni
8/1/2013,Violence against civilians,10,37,Rangpur
8/1/2013,Violence against civilians,11,47,Lakshmipur
8/1/2013,Riots,6,15,Madhupur
8/1/2013,Explosions/Remote violence,10,37,Damurhuda
8/1/2013,Violence against civilians,10,37,Pabna
8/1/2013,Riots,10,55,Baghmara
8/1/2013,Violence against civilians,10,37,Rangpur
8/1/2013,Riots,6,15,Chittagong
8/1/2013,Riots,12,57,Comilla
8/1/2013,Riots,12,57,Lakshmipur
8/1/2013,Riots,12,57,Satkhira
8/1/2013,Riots,6,15,Bogra
8/1/2013,Riots,12,57,Natore
8/1/2013,Riots,6,15,Chapai Nababganj
8/1/2013,Riots,12,57,Pabna
8/1/2013,Riots,12,57,Rajshahi
8/1/2013,Riots,12,57,Sirajganj
8/1/2013,Riots,12,57,Sunamganj
8/1/2013,Riots,12,57,Sylhet
8/1/2013,Violence against civilians,10,37,Rajbari
8/1/2013,Riots,10,55,Chittagong
8/1/2013,Battles,6,33,Saltha
8/1/2013,Battles,8,44,Kalmakanda
8/1/2013,Battles,6,33,Shajahanpur
8/1/2013,Riots,10,55,Sirajganj
8/1/2013,Riots,12,57,Khulna
8/1/2013,Violence against civilians,15,78,Patgram
8/1/2013,Riots,6,15,Dhaka - Jatrabari
8/1/2013,Riots,6,15,Dhaka - Adabor
8/1/2013,Riots,6,15,Dhaka - Paltan
8/1/2013,Riots,6,15,Dhaka
8/1/2013,Riots,6,15,Pirojpur
8/1/2013,Riots,12,57,Chuadanga
8/1/2013,Riots,12,57,Jhenaidah
8/1/2013,Battles,4,13,Ghullia
8/1/2013,Riots,6,15,Gangni
8/1/2013,Riots,6,15,Garadub
8/1/2013,Riots,12,57,Satkhira
8/1/2013,Riots,12,57,Natore
8/1/2013,Riots,6,15,Chapai Nababganj
8/1/2013,Riots,12,57,Rajshahi
8/1/2013,Riots,6,15,Kamarkhanda
8/1/2013,Riots,12,57,Gaibandha
8/1/2013,Riots,6,15,Meherpur
8/1/2013,Riots,12,57,Cox's Bazar
8/1/2013,Riots,6,15,Daganbhuiyan
8/1/2013,Riots,5,50,Lakshmipur
8/1/2013,Riots,5,50,Bogra
8/1/2013,Riots,10,55,Ishwardi
8/1/2013,Battles,4,13,Sirajganj
8/1/2013,Riots,10,55,Patgram
8/1/2013,Riots,10,55,Madhabpur
8/1/2013,Riots,6,15,Sylhet
8/1/2013,Violence against civilians,10,37,Debhata
8/1/2013,Riots,6,15,Dhaka
8/1/2013,Battles,6,33,Raipura
8/1/2013,Riots,10,55,Dhanbari
8/1/2013,Riots,10,55,Gazipur
8/1/2013,Riots,6,15,Brahmanbaria
8/1/2013,Riots,10,55,Bagerhat
8/1/2013,Riots,6,15,Nangalkot
8/1/2013,Riots,10,55,Barakpur
8/1/2013,Riots,10,55,Balian
8/1/2013,Riots,10,55,Balapara
8/1/2013,Violence against civilians,10,37,Khulna
8/1/2013,Riots,10,55,Lakhai
8/1/2013,Riots,10,55,Gazipur
8/1/2013,Riots,10,55,Bhaber Char
8/1/2013,Violence against civilians,10,37,Sitakunda
8/1/2013,Riots,10,55,Tahirpur
8/1/2013,Riots,6,15,Sitakunda
8/1/2013,Riots,10,55,Tahirpur
8/1/2013,Riots,10,55,Habiganj
8/1/2013,Battles,4,22,Pabna
8/1/2013,Violence against civilians,10,37,Dighinala
8/1/2013,Battles,5,23,Jhenaidah
8/1/2013,Riots,12,57,Matiranga
8/1/2013,Violence against civilians,10,37,Bogra
8/1/2013,Riots,6,15,Bogra
8/1/2013,Riots,5,50,Dhaka - Gulshan
8/1/2013,Riots,10,55,Rahmatpur
8/1/2013,Riots,10,55,Pabna
8/1/2013,Battles,8,44,Beani Bazar
8/1/2013,Battles,6,33,Chittagong
8/1/2013,Riots,5,50,Bogra
8/1/2013,Riots,6,15,Baghmara
8/1/2013,Riots,5,50,Kamarkhanda
8/1/2013,Riots,5,50,Gaibandha
7/1/2013,Battles,4,13,Narail
7/1/2013,Riots,10,55,Bara Chatul
7/1/2013,Battles,8,44,Dowarabazar
7/1/2013,Riots,10,55,Gowainghat
7/1/2013,Violence against civilians,10,37,Dhaka
7/1/2013,Battles,8,44,Damurhuda
7/1/2013,Violence against civilians,10,37,Pabna
7/1/2013,Violence against civilians,10,37,Hathazari
7/1/2013,Violence against civilians,10,37,Dhaka - Hazaribagh
7/1/2013,Violence against civilians,10,37,Gangni
7/1/2013,Violence against civilians,10,37,Kalapara
7/1/2013,Riots,10,55,Jhajra
7/1/2013,Violence against civilians,10,37,Khulna
7/1/2013,Violence against civilians,11,47,Sreepur
7/1/2013,Riots,10,55,Dhaka
7/1/2013,Riots,6,15,Noakhali
7/1/2013,Riots,6,15,Noakhali
7/1/2013,Battles,6,33,Sirajganj
7/1/2013,Battles,8,44,Lakhai
7/1/2013,Riots,5,50,Chittagong
7/1/2013,Violence against civilians,10,37,Lakshmichhari
7/1/2013,Riots,6,15,Rajshahi
7/1/2013,Riots,10,55,Lohagara
7/1/2013,Violence against civilians,10,37,Sylhet
7/1/2013,Riots,6,15,Ullahpara
7/1/2013,Riots,10,55,Bihirpar
7/1/2013,Riots,6,15,Gazipur
7/1/2013,Violence against civilians,10,37,Bagerhat
7/1/2013,Violence against civilians,10,37,Nandail
7/1/2013,Riots,5,50,Sylhet
7/1/2013,Violence against civilians,10,37,Sylhet
7/1/2013,Violence against civilians,10,37,Purba Chambal
7/1/2013,Violence against civilians,10,37,Sylhet
7/1/2013,Riots,10,55,Fakirhat
7/1/2013,Battles,6,33,Saltha
7/1/2013,Violence against civilians,10,37,Banaripara
7/1/2013,Riots,5,50,Hathazari
7/1/2013,Violence against civilians,10,37,Chauddagram
7/1/2013,Violence against civilians,10,37,Gangni
7/1/2013,Riots,10,55,Bhelajan
7/1/2013,Violence against civilians,10,37,Ramganj
7/1/2013,Riots,6,15,Rajibpur
7/1/2013,Riots,10,55,Damurhuda
7/1/2013,Battles,4,13,Dhaka
7/1/2013,Riots,10,55,Nasirnagar
7/1/2013,Violence against civilians,10,37,Begumganj
7/1/2013,Riots,10,55,Rajshahi
7/1/2013,Riots,10,55,Taraganj
7/1/2013,Riots,10,55,Dhaka
7/1/2013,Riots,6,15,Barisal
7/1/2013,Riots,6,15,Chittagong
7/1/2013,Riots,6,15,Comilla
7/1/2013,Riots,6,15,Lakshmipur
7/1/2013,Riots,6,15,Gazipur
7/1/2013,Riots,6,15,Narayanganj
7/1/2013,Riots,6,15,Bagerhat
7/1/2013,Riots,6,15,Jessore
7/1/2013,Riots,6,15,Satkhira
7/1/2013,Riots,6,15,Bogra
7/1/2013,Riots,6,15,Joypurhat
7/1/2013,Riots,6,15,Natore
7/1/2013,Riots,6,15,Chapai Nababganj
7/1/2013,Riots,6,15,Rajshahi
7/1/2013,Riots,6,15,Sirajganj
7/1/2013,Riots,6,15,Kurigram
7/1/2013,Riots,6,15,Sunamganj
7/1/2013,Riots,6,15,Sylhet
7/1/2013,Battles,4,22,Chapai Nababganj
7/1/2013,Riots,6,15,Khulna
7/1/2013,Riots,5,50,Dhaka - Pallabi
7/1/2013,Riots,5,50,Dhaka
7/1/2013,Riots,6,15,Comilla
7/1/2013,Riots,5,50,Maniknagar
7/1/2013,Riots,6,15,Gazipur
7/1/2013,Riots,6,15,Narayanganj
7/1/2013,Riots,6,15,Satkhira
7/1/2013,Riots,6,15,Bogra
7/1/2013,Riots,6,15,Joypurhat
7/1/2013,Riots,6,15,Natore
7/1/2013,Riots,6,15,Chapai Nababganj
7/1/2013,Riots,6,15,Sylhet
7/1/2013,Riots,12,57,Chirirbandar
7/1/2013,Battles,5,23,Jhenaidah
7/1/2013,Riots,6,15,Kaliganj
7/1/2013,Riots,12,57,Gazipur
7/1/2013,Violence against civilians,10,37,Chirirbandar
7/1/2013,Riots,6,15,Khulna
7/1/2013,Battles,4,13,Kaliganj
7/1/2013,Riots,5,50,Dhaka - Jatrabari
7/1/2013,Riots,5,50,Dhaka - Pallabi
7/1/2013,Riots,5,50,Dhaka - Tejgaon
7/1/2013,Riots,5,50,Dhaka
7/1/2013,Riots,6,15,Barisal
7/1/2013,Riots,6,15,Jhalokati
7/1/2013,Riots,6,15,Chandpur
7/1/2013,Riots,6,15,Chittagong
7/1/2013,Riots,6,15,Chittagong
7/1/2013,Riots,6,15,Comilla
7/1/2013,Riots,6,15,Cox's Bazar
7/1/2013,Riots,6,15,Lakshmipur
7/1/2013,Riots,6,15,Narayanganj
7/1/2013,Riots,6,15,Rajbari
7/1/2013,Riots,6,15,Jhenaidah
7/1/2013,Violence against civilians,10,37,Debhata
7/1/2013,Riots,6,15,Satkhira
7/1/2013,Riots,6,15,Bogra
7/1/2013,Riots,6,15,Joypurhat
7/1/2013,Riots,6,15,Naogaon
7/1/2013,Riots,6,15,Natore
7/1/2013,Riots,6,15,Shibganj
7/1/2013,Riots,6,15,Pabna
7/1/2013,Riots,6,15,Sirajganj
7/1/2013,Riots,6,15,Sylhet
7/1/2013,Battles,8,44,Rajnagar
7/1/2013,Riots,6,15,Khulna
7/1/2013,Riots,10,55,Kotalipara
7/1/2013,Riots,5,50,Dhaka - Mirpur
7/1/2013,Riots,6,15,Dhaka - Jatrabari
7/1/2013,Riots,6,15,Dhaka
7/1/2013,Riots,6,15,Dhaka - Demra
7/1/2013,Violence against civilians,10,37,Kaptai
7/1/2013,Battles,6,33,Langadu
7/1/2013,Riots,6,15,Dhaka
7/1/2013,Battles,8,44,Kotalipara
7/1/2013,Battles,6,33,Raipur
7/1/2013,Riots,10,55,Magura
7/1/2013,Battles,8,44,Gomastapur
7/1/2013,Riots,10,55,Sreemangal
7/1/2013,Riots,6,15,Dhaka - Ramna
7/1/2013,Riots,10,55,Kaliganj
7/1/2013,Battles,8,44,Sadhukhali
7/1/2013,Riots,10,55,Nilphamari
7/1/2013,Riots,5,50,Hathazari
7/1/2013,Explosions/Remote violence,10,37,Lakshmipur
7/1/2013,Violence against civilians,10,37,Sylhet
7/1/2013,Riots,10,55,Dhaka - Tejgaon
7/1/2013,Riots,10,55,Jhaudia
7/1/2013,Battles,6,33,Hathazari
7/1/2013,Riots,10,55,Gazipur
7/1/2013,Violence against civilians,10,37,Manikchhari
7/1/2013,Riots,6,15,Shyamnagar
7/1/2013,Violence against civilians,10,37,Panchhari
